Project A,Project B,StarBased,AdjustedStarBased,StarTimeBased,ContributorBased,LanguageBased,BranchBased,ComplexityBased,SimilarityRating
Microsoft/vscode,facebook/immutable-js,6.800424686249422,14.74616292798111,0.600480384307446,0.3916272788656313,71.42857142857143,3.1578947368421053,3.868733770190211,C
Microsoft/vscode,callemall/material-ui,6.489164967518611,12.27849804853977,0.6576543660942638,0.7742369838420108,14.285714285714285,4.2105263157894735,17.489473689684964,D
Microsoft/vscode,tensorflow/tensorflow,6.681055003649982,18.886546139697636,4.014251781472685,0.18248175182481752,33.33333333333333,21.052631578947366,53.52952634867769,D
Microsoft/vscode,facebook/react-native,7.7427078446281525,21.4705486519223,2.7998328458002506,0.7265578254551671,31.57894736842105,57.89473684210527,40.335976433177976,D
Microsoft/vscode,vuejs/vue,6.968439159374766,16.71975236642591,2.5221357660316612,0.7107072119305604,42.857142857142854,18.947368421052634,11.059356305987013,C
Microsoft/vscode,electron/electron,5.969942324755989,13.518774331282179,7.849512308406874,1.415039176704479,0.0,26.31578947368421,9.799106046465935,C
Microsoft/vscode,docker/docker,7.3011111868566365,19.218518684670943,2.707749766573296,0.8870967741935484,7.6923076923076925,5.263157894736842,50.21851054856043,D
Microsoft/vscode,apple/swift,7.726906191201505,19.344129917904088,4.638218923933209,0.027762354247640203,4.761904761904762,42.10526315789473,48.65132070132544,D
Microsoft/vscode,nylas/nylas-mail,0.05796326021045123,8.666666666666668,15.384615384615385,0.014300014300014301,0.0,6.315789473684211,0.22840021612063463,C
Microsoft/vscode,nodejs/node,9.710590893156235,22.367771746444753,3.0886482150020056,1.6559337626494939,22.22222222222222,70.37037037037037,41.152896217742935,C
Microsoft/vscode,Semantic-Org/Semantic-UI,5.641512848353239,11.188371988694989,0.681635926222935,0.5984705751967195,42.857142857142854,15.789473684210526,23.516454034937823,D
Microsoft/vscode,neovim/neovim,4.863144852444244,11.553385068236553,2.3161551823972206,0.21726010863005432,19.047619047619047,1.0526315789473684,60.18470679860589,B
Microsoft/vscode,Dogfalo/materialize,5.240799534946116,10.51545466780315,0.7679180887372014,0.5126490582859691,42.857142857142854,31.57894736842105,13.976148363402347,D
Microsoft/vscode,driftyco/ionic,6.175468483816013,13.009734870575567,1.5517241379310345,1.0139416983523446,50.0,13.684210526315791,39.79004379479295,D
Microsoft/vscode,atom/atom,9.55888008614722,22.30048001435557,6.779320056326695,2.120059019958065,62.5,83.15789473684211,35.39231265812321,A
Microsoft/vscode,chartjs/Chart.js,3.657048639736191,12.129497976594115,2.5247971145175834,0.28671154325604586,0.0,8.421052631578947,4.516430080062872,C
facebook/immutable-js,callemall/material-ui,13.490720289148332,27.762691853600945,1.6585158409525835,1.4896119168953352,20.0,75.0,31.83640698779073,C
facebook/immutable-js,tensorflow/tensorflow,5.124284282243403,17.804014167650532,0.629973474801061,0.08603383997705764,38.46153846153847,15.0,8.935282234254911,B
facebook/immutable-js,facebook/react-native,11.321543466802378,36.77095631641086,3.8208380157328623,1.1822105460686807,21.052631578947366,5.454545454545454,10.563607556975235,D
facebook/immutable-js,vuejs/vue,6.800115326001895,19.49232585596222,1.5445184736523319,0.4012483281319661,60.0,16.666666666666664,36.31857390554171,A
facebook/immutable-js,electron/electron,4.462526222109211,8.815772949893256,1.638176638176638,0.8849557522123894,0.0,12.0,13.345864661654137,C
facebook/immutable-js,docker/docker,7.339295695919508,23.252656434474616,0.9900990099009901,0.24486464426608626,9.090909090909092,60.0,8.094853110021779,D
facebook/immutable-js,apple/swift,5.062635486408195,15.578512396694213,0.7199696854869269,0.12300123001230012,5.263157894736842,7.5,8.49908647160315,D
facebook/immutable-js,nylas/nylas-mail,0.0585480093676815,6.666666666666667,0.0,0.33333333333333337,0.0,50.0,4.366197183098591,C
facebook/immutable-js,nodejs/node,11.778377074700169,31.711924439197166,1.731198808637379,0.966183574879227,17.647058823529413,2.2222222222222223,9.534293693538267,A
facebook/immutable-js,Semantic-Org/Semantic-UI,8.076108831447165,18.240850059031878,1.4886731391585761,0.3738317757009346,60.0,20.0,16.511833930598463,C
facebook/immutable-js,neovim/neovim,5.0710072819532765,10.295691731335296,0.5847953216374269,0.42038885969521805,15.0,33.33333333333333,10.0551323669316,D
facebook/immutable-js,Dogfalo/materialize,7.155883183931369,16.446280991735538,1.3639626704953338,0.19069412662090007,60.0,10.0,30.027160524517797,C
facebook/immutable-js,driftyco/ionic,8.212783545257835,19.940968122786305,1.3321492007104796,0.12605042016806722,66.66666666666666,23.076923076923077,9.648806460644638,C
facebook/immutable-js,atom/atom,7.094846900672143,20.188902007083826,1.2573099415204678,0.7003427209059753,57.14285714285714,3.79746835443038,14.701935420894188,C
facebook/immutable-js,chartjs/Chart.js,4.507572722173251,12.30449524226184,2.577777777777778,0.2425712553062462,0.0,37.5,28.95595432300163,A
callemall/material-ui,tensorflow/tensorflow,5.5215394708069105,15.625,1.272984441301273,0.09936406995230523,7.6923076923076925,20.0,44.26887208110184,D
callemall/material-ui,facebook/react-native,11.789955405608538,31.201379066478076,2.62076781413798,1.7448680351906158,5.555555555555555,7.2727272727272725,37.95117308597725,D
callemall/material-ui,vuejs/vue,8.027333483517308,18.9002828854314,2.5958840037418147,0.36988110964332893,33.33333333333333,22.22222222222222,69.63361632798575,C
callemall/material-ui,electron/electron,5.296222446805605,12.175059650885345,2.372356884992264,0.5517603783499737,0.0,16.0,33.18915321909832,C
callemall/material-ui,docker/docker,6.690378261749038,17.543316831683168,1.4865205341395817,0.43933761405880367,0.0,80.0,24.834756511105294,D
callemall/material-ui,apple/swift,5.031796226152831,12.800565770862802,1.2085635359116023,0.0423728813559322,0.0,10.0,45.21636092831485,D
callemall/material-ui,nylas/nylas-mail,0.09669479606188468,14.666666666666666,54.54545454545454,0.04655493482309125,0.0,66.66666666666666,0.7735817667609383,C
callemall/material-ui,nodejs/node,10.253915750559393,23.293847241867045,2.1821631878557874,0.75069142631371,6.666666666666667,2.9629629629629632,36.67689048887585,C
callemall/material-ui,Semantic-Org/Semantic-UI,10.712268148008661,20.115806223479492,5.998681608437706,0.7859014050964515,33.33333333333333,26.666666666666668,50.898566842319184,A
callemall/material-ui,neovim/neovim,3.982509063736751,9.626705913834627,0.9728978457261988,0.2609452015076834,0.0,25.0,51.933383332975296,D
callemall/material-ui,Dogfalo/materialize,13.496624048268927,24.91601838755304,19.425226184140502,1.212415130940834,33.33333333333333,13.333333333333334,73.08777496878348,A
callemall/material-ui,driftyco/ionic,9.553431115767417,19.34671145685997,2.695910440941284,0.5735223833041262,20.0,30.76923076923077,38.114769426683615,C
callemall/material-ui,atom/atom,7.294240994533063,17.22065063649222,1.4117043121149897,0.7888349514563107,16.666666666666664,5.063291139240507,47.487416324310715,C
callemall/material-ui,chartjs/Chart.js,4.921227334280147,16.29662036530679,4.76510067114094,0.37641154328732745,0.0,50.0,15.296955581434037,C
tensorflow/tensorflow,facebook/react-native,8.60929570265435,15.965514128374108,2.5586655357647725,0.16609173374217454,40.909090909090914,36.36363636363637,44.3587762627399,A
tensorflow/tensorflow,vuejs/vue,6.060565812192855,13.067010309278352,5.391190006574622,0.10649627263045794,23.076923076923077,90.0,26.07898047614533,B
tensorflow/tensorflow,electron/electron,4.669441386901486,17.047595127464525,7.697974217311233,0.10586491636671606,0.0,80.0,26.818120715149885,B
tensorflow/tensorflow,docker/docker,9.67163337732054,18.562049718458777,3.3514372764604583,0.5222199467540447,11.11111111111111,25.0,29.318662315772777,D
tensorflow/tensorflow,apple/swift,8.482330117449663,17.107280706392427,6.382321125019318,0.06134969325153375,27.27272727272727,50.0,68.79078002204086,D
tensorflow/tensorflow,nylas/nylas-mail,0.06658824051672474,20.0,53.333333333333336,0.032797638570022956,0.0,30.0,0.6250840166689071,D
tensorflow/tensorflow,nodejs/node,7.506125782738906,16.198114038953026,2.7384838592673195,0.16691704223001166,27.27272727272727,14.814814814814813,50.066817012446876,B
tensorflow/tensorflow,Semantic-Org/Semantic-UI,4.9442317296487435,13.383310802507067,1.2243648607284972,0.09750390015600624,23.076923076923077,75.0,48.695675858376944,D
tensorflow/tensorflow,neovim/neovim,4.311396021321813,16.557398983141557,1.7373737373737375,0.2299379167624741,34.78260869565217,5.0,80.39944528236825,D
tensorflow/tensorflow,Dogfalo/materialize,4.4734515263686365,12.046490980265547,0.8710217755443885,0.11836654172420596,23.076923076923077,66.66666666666666,33.50891244151197,D
tensorflow/tensorflow,driftyco/ionic,5.354781522007643,13.366462330878887,1.1940298507462688,0.055478502080443824,28.57142857142857,65.0,53.331827658228995,A
tensorflow/tensorflow,atom/atom,7.401861594496155,15.819974628070579,3.0071077091306724,0.21772262138036141,26.666666666666668,25.31645569620253,39.89132499275873,D
tensorflow/tensorflow,chartjs/Chart.js,3.0470491834517976,17.48878923766816,6.378986866791744,0.04879238838741156,0.0,40.0,12.360532329614196,B
facebook/react-native,vuejs/vue,10.49005662008758,21.540664375715924,4.427014091996809,0.2733900364520049,16.666666666666664,32.72727272727273,28.84118447331172,D
facebook/react-native,electron/electron,5.945052239068492,21.223157101594875,5.9171597633136095,0.6222492032174837,0.0,45.45454545454545,16.165626772546794,C
facebook/react-native,docker/docker,9.531850171431518,18.183382920652093,2.6910074374577415,0.39407178959993144,13.636363636363635,9.090909090909092,72.23797107886928,D
facebook/react-native,apple/swift,11.922054915854739,23.12959340136414,3.166076122985484,0.058128269715171474,32.0,72.72727272727273,34.3532903096391,D
facebook/react-native,nylas/nylas-mail,0.07878801521734237,23.333333333333332,34.285714285714285,0.08084074373484236,0.0,10.909090909090908,0.3767928044728952,D
facebook/react-native,nodejs/node,13.296410908985742,27.01154490173614,5.448613376835237,1.0355407824085912,37.5,40.74074074074074,86.50557152355124,D
facebook/react-native,Semantic-Org/Semantic-UI,7.985920140798592,20.818483470566548,2.085792994883904,0.3280091272104963,16.666666666666664,27.27272727272727,61.41114580536557,D
facebook/react-native,neovim/neovim,4.016289846931611,15.306395504415308,1.2237762237762237,0.15997440409534475,50.0,1.8181818181818181,36.015363752998915,D
facebook/react-native,Dogfalo/materialize,7.2446445203353,18.834496953065095,1.907006642382687,0.2730669732681805,16.666666666666664,54.54545454545454,35.05147205093044,D
facebook/react-native,driftyco/ionic,10.99323635689799,25.82248177300591,4.129793510324483,0.851864144263746,21.052631578947366,23.636363636363637,81.4178062565191,A
facebook/react-native,atom/atom,9.372360605347327,19.51620343674317,2.8364603338750185,0.9542851949468326,26.31578947368421,69.62025316455697,78.81571439545878,D
facebook/react-native,chartjs/Chart.js,3.875080164020444,21.809034233840098,2.908726178535607,0.28399599064483794,0.0,14.545454545454545,7.450773843286605,D
vuejs/vue,electron/electron,7.510466443946378,22.303152078362427,5.461711711711711,0.4605641911341394,0.0,72.0,40.225563909774436,C
vuejs/vue,docker/docker,6.610532848156611,13.422107674684995,2.773629187113292,0.3157156220767072,11.11111111111111,27.77777777777778,21.513266968915705,D
vuejs/vue,apple/swift,5.769286690511501,11.3631156930126,3.225806451612903,0.049431537320810674,5.88235294117647,45.0,25.235977743807776,D
vuejs/vue,nylas/nylas-mail,0.08561643835616438,20.0,36.666666666666664,0.05521811154058532,0.0,33.33333333333333,1.4485981308411215,C
vuejs/vue,nodejs/node,10.502027016200106,19.25325342968773,6.5761367104058595,0.7615823989845568,20.0,13.333333333333334,26.36624793349153,A
vuejs/vue,Semantic-Org/Semantic-UI,8.796347232918913,19.65097701855721,2.564102564102564,1.0376134889753565,50.0,83.33333333333334,47.23674037881074,C
vuejs/vue,neovim/neovim,3.385508448222245,10.924538399785924,1.4696876913655847,0.32144005143040827,10.526315789473683,5.555555555555555,29.640249047195276,D
vuejs/vue,Dogfalo/materialize,7.1083840177978725,15.98934581702248,2.5996971226653205,0.550314465408805,50.0,60.0,82.14089641119071,C
vuejs/vue,driftyco/ionic,7.693235674278329,16.192099822264137,2.620967741935484,0.3863598185788678,60.0,72.22222222222221,26.820918181324053,C
vuejs/vue,atom/atom,7.149014778325123,13.389459116595548,2.7131782945736433,0.6950587640591431,50.0,22.78481012658228,39.40218278204574,C
vuejs/vue,chartjs/Chart.js,5.557818077282419,25.37460352181997,7.629310344827586,0.4209049456331112,0.0,44.44444444444444,28.64485981308411,A
electron/electron,docker/docker,4.443870300994703,15.1199296747457,4.983388704318937,0.40830611292580493,0.0,20.0,7.7996715927750415,D
electron/electron,apple/swift,3.9167923288094966,12.721336179831722,6.614017769002961,0.04875670404680643,0.0,62.5,28.867023585588193,D
electron/electron,nylas/nylas-mail,0.16199376947040497,17.333333333333336,38.46153846153847,0.1088139281828074,0.0,24.0,1.1654135338345866,C
electron/electron,nodejs/node,6.380668511816053,18.818284566118297,7.741074407741075,2.1753039027511196,0.0,18.51851851851852,17.208660398516347,C
electron/electron,Semantic-Org/Semantic-UI,4.730624432039465,11.440411905060907,2.5246981339187706,0.5124263387138099,0.0,60.0,42.09748892171344,C
electron/electron,neovim/neovim,2.59869732819354,5.231469092855232,2.557544757033248,0.4786215698787492,0.0,4.0,32.465419039869815,D
electron/electron,Dogfalo/materialize,4.006438919692363,9.84553560215999,1.403061224489796,0.3374870197300104,0.0,83.33333333333334,47.19659332860184,C
electron/electron,driftyco/ionic,4.598032849962725,12.00552555569509,4.288702928870293,0.620077090665326,0.0,52.0,18.492769744160178,A
electron/electron,atom/atom,6.16517379538923,18.45410021348738,17.3188159237836,1.8339276617422313,0.0,31.645569620253166,16.739385802987076,C
electron/electron,chartjs/Chart.js,4.698463080521216,12.30449524226184,7.9111111111111105,0.31228313671061764,0.0,32.0,23.045112781954888,C
docker/docker,apple/swift,7.673420117693859,14.78876962935547,3.932785126921702,0.07006726457399103,29.411764705882355,12.5,20.11185644401227,D
docker/docker,nylas/nylas-mail,0.05637807628198843,15.333333333333332,39.130434782608695,0.05776173285198556,0.0,83.33333333333334,0.18179685667370396,D
docker/docker,nodejs/node,10.82596570343559,21.438853147674862,4.878048780487805,1.2087686949395615,15.789473684210526,3.7037037037037033,63.74816876207577,D
docker/docker,Semantic-Org/Semantic-UI,6.355509797192398,15.931342427594117,1.95422987914631,0.2893389717338081,0.0,33.33333333333333,53.12959897624779,D
docker/docker,neovim/neovim,6.026002745157847,21.146641691196148,2.7839291363492564,0.7706422018348624,25.0,20.0,23.566856717491213,D
docker/docker,Dogfalo/materialize,5.374335855739817,13.471084385971993,0.9886159376872379,0.14539760653170786,0.0,16.666666666666664,25.512337834412577,D
docker/docker,driftyco/ionic,7.661481177621407,17.61398672421923,2.7182866556836904,0.38005610352004343,9.090909090909092,38.46153846153847,60.276673213980956,D
docker/docker,atom/atom,10.452639910879189,20.559912351516548,5.777590800729211,1.1674655945569816,8.333333333333332,6.329113924050633,52.675136864129215,D
docker/docker,chartjs/Chart.js,2.8790945516130364,15.246636771300448,7.388809182209469,0.12547051442910914,0.0,62.5,3.5948862303542106,D
apple/swift,nylas/nylas-mail,0.060601269991832,15.333333333333332,39.130434782608695,0.2680965147453083,0.0,15.0,0.6728403993633338,D
apple/swift,nodejs/node,8.519441298603246,16.57413119473576,4.253810705423609,0.06018657839301836,30.434782608695656,29.629629629629626,37.8413673533897,D
apple/swift,Semantic-Org/Semantic-UI,4.419240642249552,10.790217524886321,1.442672741078208,0.04071661237785017,0.0,37.5,41.811376980436805,D
apple/swift,neovim/neovim,4.01687164932198,13.633930960663635,1.9627085377821394,0.1189767995240928,43.47826086956522,2.5,73.02773112660479,D
apple/swift,Dogfalo/materialize,4.129935797212335,10.020581944388393,0.8054772452678213,0.041701417848206836,0.0,75.0,32.8593580763791,D
apple/swift,driftyco/ionic,5.407801418439717,12.169465704233016,1.520119225037258,0.02204099625303064,5.263157894736842,32.5,40.45466099731483,D
apple/swift,atom/atom,8.333831351222136,16.082343443662783,3.3166009322337757,0.12266176019625882,5.0,50.63291139240506,32.8731170643923,D
apple/swift,chartjs/Chart.js,2.848821932206359,14.229465164606802,4.919292851652575,0.14054813773717498,0.0,20.0,13.304876284184633,D
nylas/nylas-mail,nodejs/node,0.07317215945676989,16.666666666666664,36.0,0.1286587327114828,0.0,4.444444444444445,0.40110411455188477,C
nylas/nylas-mail,Semantic-Org/Semantic-UI,0.05295747107707349,8.666666666666668,0.0,0.08916629514043692,0.0,40.0,0.9812196665963283,C
nylas/nylas-mail,neovim/neovim,0.03312794010468429,3.3333333333333335,20.0,0.06802721088435373,0.0,16.666666666666664,0.7567127746135069,D
nylas/nylas-mail,Dogfalo/materialize,0.04815989083758077,8.0,8.333333333333332,0.04574565416285453,0.0,20.0,1.1000709723207949,C
nylas/nylas-mail,driftyco/ionic,0.061367410295285536,11.333333333333332,58.82352941176471,0.023121387283236993,0.0,46.15384615384615,0.43103448275862066,D
nylas/nylas-mail,atom/atom,0.09194873857824262,21.333333333333336,43.75,0.11091744572967835,0.0,7.59493670886076,0.3901661352575936,C
nylas/nylas-mail,chartjs/Chart.js,0.1940700808625337,12.0,66.66666666666666,0.16515276630883566,0.0,75.0,2.528548123980424,C
nodejs/node,Semantic-Org/Semantic-UI,8.318662787465486,18.38925074761378,2.7623078636667406,0.6001936108422072,12.5,11.11111111111111,67.27068493177481,C
